ID_Contenedor,Tipo_Contenedor,Largo_Cont_m,Ancho_Cont_m,Alto_Cont_m,Capacidad_Total_m3,Grupo_Compatibilidad,Tipo_Mercancia,Producto,ID_Producto,Volumen_Ocupado_m3,Peso_Toneladas,Puerto_Destino,Prioridad_Descarga,Precio_por_cm3_USD,Costo_Total_USD,Porcentaje_Ocupacion
C028458,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1151,0.82,0.205,Miami,Alta,0.72,27166077.97,1.21
C017642,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0286,2.83,0.678,Los Ángeles,Baja,0.72,29771990.99,4.18
C002300,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3667,2.01,0.546,Miami,Alta,0.72,33380810.39,2.97
C041835,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8468,2.15,0.493,Shanghai,Media,0.72,42127834.75,3.18
C029955,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1661,1.5,0.372,Valparaíso,Baja,0.95,55536672.14,1.96
C039795,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO8083,2.77,0.754,Shanghai,Media,0.95,51002867.36,3.63
C040905,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8370,2.09,0.564,Shanghai,Media,0.72,37866532.31,3.09
C048181,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9842,2.42,0.629,Rotterdam,Baja,0.72,40895018.17,3.57
C009316,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN6726,1.42,0.361,Los Ángeles,Media,0.72,39320833.42,2.1
C014031,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8109,2.9,0.693,Los Ángeles,Media,0.72,28254326.04,4.28
C009038,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4779,2.55,0.621,Shanghai,Media,0.72,35479743.96,3.77
C024969,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO2363,2.63,0.604,Miami,Alta,0.95,60285421.93,3.44
C027873,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE3016,0.93,0.246,Rotterdam,Alta,0.72,43190942.75,1.37
C000631,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5893,1.18,0.285,Los Ángeles,Media,0.95,58009189.42,1.54
C035809,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1142,1.21,0.313,Valparaíso,Alta,0.72,33466985.77,1.79
C010642,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6068,1.18,0.287,Valparaíso,Media,0.95,57199578.25,1.54
C037412,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8809,2.64,0.655,Rotterdam,Alta,0.72,43537129.24,3.9
C037383,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9232,0.58,0.147,Rotterdam,Alta,0.72,33418458.54,0.86
C029791,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,PLATA,PLA0378,0.69,0.183,Shanghai,Baja,0.95,42303153.6,0.9
C010596,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN8523,1.18,0.278,Shanghai,Media,0.72,33708744.8,1.74
C037822,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4617,1.0,0.245,Shanghai,Media,0.95,56813363.67,1.31
C046031,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1051,1.08,0.25,Shanghai,Media,0.72,36991433.78,1.6
C004607,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1823,2.49,0.57,Rotterdam,Baja,0.72,42961827.75,3.68
C033433,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0328,1.91,0.487,Rotterdam,Alta,0.72,37820447.95,2.82
C034719,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4698,0.51,0.12,Shanghai,Media,0.72,30066483.66,0.75
C020435,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4190,1.57,0.358,Shanghai,Media,0.72,34769108.37,2.32
C039734,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN2195,1.52,0.41,Valparaíso,Media,0.72,34700082.09,2.25
C025351,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6277,0.78,0.196,Busan,Baja,0.72,32077901.78,1.15
C010038,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE1071,2.19,0.507,Shanghai,Media,0.72,42421120.13,3.23
C007542,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO9946,2.26,0.515,Rotterdam,Media,0.95,64833649.77,2.96
C030648,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN3047,2.3,0.531,Los Ángeles,Media,0.72,41579973.79,3.4
C010724,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5833,2.32,0.577,Valparaíso,Baja,0.72,32702847.36,3.43
C026761,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1826,0.5,0.129,Shanghai,Baja,0.72,37526311.34,0.74
C048219,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5379,2.88,0.74,Busan,Alta,0.95,43796609.1,3.77
C034843,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO0707,2.54,0.59,Valparaíso,Media,0.72,32873876.8,3.75
C017191,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1810,2.76,0.708,Shanghai,Media,0.72,42424943.62,4.08
C008769,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO2595,0.54,0.132,Los Ángeles,Media,0.95,50471640.71,0.71
C037622,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5002,2.83,0.703,Los Ángeles,Media,0.95,54118158.19,3.7
C013214,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5826,2.52,0.668,Valparaíso,Alta,0.95,50015644.78,3.3
C041451,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO9649,2.59,0.626,Rotterdam,Alta,0.72,30156932.87,3.83
C032906,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO8220,0.73,0.17,Los Ángeles,Alta,0.95,48160922.77,0.96
C030637,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7431,2.35,0.631,Shanghai,Media,0.72,31184455.46,3.47
C009716,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4436,2.9,0.683,Valparaíso,Media,0.72,26889249.95,4.28
C013725,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7556,2.2,0.527,Shanghai,Media,0.95,50354011.63,2.88
C018984,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1645,1.93,0.502,Shanghai,Media,0.72,40010524.93,2.85
C031658,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4817,2.86,0.741,Shanghai,Alta,0.72,34527938.09,4.22
C031582,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2947,1.61,0.427,Rotterdam,Alta,0.72,43213671.66,2.38
C024572,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0593,2.0,0.468,Shanghai,Baja,0.72,31257847.53,2.95
C008209,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4668,1.69,0.41,Rotterdam,Alta,0.95,58432099.4,2.21
C043102,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6335,2.83,0.655,Shanghai,Media,0.72,29515838.85,4.18
C043668,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6884,0.69,0.174,Shanghai,Media,0.72,37742002.44,1.02
C048808,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO8512,1.75,0.419,Shanghai,Media,0.95,44541023.21,2.29
C044194,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO8117,2.22,0.576,Rotterdam,Alta,0.95,52133979.58,2.91
C046270,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO8102,2.48,0.558,Shanghai,Alta,0.95,42982931.7,3.25
C028927,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO8224,1.96,0.447,Valparaíso,Media,0.72,43052776.37,2.9
C037852,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4714,2.77,0.683,Miami,Alta,0.95,44355070.08,3.63
C013377,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8943,2.85,0.778,Miami,Media,0.72,30239694.54,4.21
C005077,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO0851,0.66,0.178,Shanghai,Alta,0.95,66258573.17,0.86
C011672,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8851,1.51,0.415,Rotterdam,Alta,0.72,39766777.98,2.23
C036938,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6424,0.56,0.138,Rotterdam,Alta,0.72,30442946.97,0.83
C003545,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9689,1.32,0.3,Shanghai,Media,0.72,30348596.56,1.95
C049457,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8878,1.84,0.442,Shanghai,Media,0.72,37895363.01,2.72
C034427,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO0532,2.78,0.719,Shanghai,Media,0.95,65103837.85,3.64
C016838,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4910,2.62,0.607,Shanghai,Media,0.72,41313459.36,3.87
C037858,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN8480,0.82,0.197,Valparaíso,Alta,0.72,41120925.53,1.21
C008999,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4976,0.73,0.166,Shanghai,Baja,0.72,39500137.3,1.08
C009909,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7882,1.97,0.49,Busan,Media,0.72,38455130.44,2.91
C011955,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2996,1.83,0.431,Shanghai,Media,0.72,37091380.46,2.7
C026910,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_Pesada_Industrial,MINERO,ESTAÑO,EST5256,1.17,0.269,Rotterdam,Alta,0.85,17106068.02,3.52
C028611,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1365,2.75,0.675,Miami,Alta,0.72,35229135.77,4.06
C000251,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4566,2.82,0.684,Miami,Baja,0.95,48179168.24,3.69
C008395,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO0916,1.51,0.38,Valparaíso,Alta,0.95,47710314.45,1.98
C019839,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1875,2.73,0.716,Shanghai,Media,0.72,29838519.4,4.03
C015546,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1638,1.46,0.337,Shanghai,Alta,0.72,39285433.29,2.16
C033164,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE4104,2.34,0.619,Los Ángeles,Media,0.72,36215294.26,3.46
C008088,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO9455,1.69,0.382,Shanghai,Media,0.95,64787070.66,2.21
C039470,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5591,0.81,0.2,Los Ángeles,Alta,0.72,36654025.87,1.2
C007128,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7169,2.82,0.717,Rotterdam,Alta,0.95,65235960.03,3.69
C045299,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6169,1.64,0.447,Los Ángeles,Baja,0.72,44202808.87,2.42
C017717,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2814,2.34,0.594,Rotterdam,Baja,0.72,39509538.59,3.46
C035379,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO9615,1.42,0.331,Los Ángeles,Media,0.95,59509562.96,1.86
C023208,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO2902,0.55,0.138,Shanghai,Baja,0.95,46924143.3,0.72
C009962,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8605,0.75,0.184,Valparaíso,Media,0.72,31220454.65,1.11
C044507,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9862,1.74,0.433,Rotterdam,Media,0.72,38944058.58,2.57
C015092,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4319,2.22,0.521,Rotterdam,Baja,0.72,32424856.49,3.28
C033442,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5907,1.34,0.335,Miami,Alta,0.72,39563805.28,1.98
C028708,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO5918,2.24,0.521,Rotterdam,Alta,0.72,39548613.55,3.31
C006885,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4717,2.25,0.59,Los Ángeles,Alta,0.95,40714177.17,2.95
C016308,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7368,2.26,0.576,Valparaíso,Media,0.72,40769235.71,3.34
C015754,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9362,1.73,0.396,Rotterdam,Alta,0.72,36990030.35,2.56
C004197,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN6775,2.79,0.752,Shanghai,Media,0.72,34768562.87,4.12
C007840,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO0929,1.72,0.44,Shanghai,Baja,0.95,66073603.35,2.25
C004659,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1816,1.63,0.393,Los Ángeles,Baja,0.72,33138697.14,2.41
C046622,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0227,1.0,0.227,Valparaíso,Media,0.72,41086067.77,1.48
C038959,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6849,1.27,0.326,Miami,Alta,0.95,55964982.5,1.66
C011616,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5573,0.61,0.149,Los Ángeles,Media,0.95,53801237.96,0.8
C023457,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_Pesada_Industrial,MINERO,ESTAÑO,EST2979,2.08,0.562,Los Ángeles,Baja,0.85,22550659.65,6.27
C044502,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1279,1.12,0.254,Miami,Alta,0.72,26862851.47,1.65
C033209,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2009,1.26,0.286,Rotterdam,Alta,0.72,41243720.5,1.86
C039964,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5229,2.43,0.662,Rotterdam,Alta,0.95,66661680.05,3.18
C019086,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE5132,1.32,0.361,Los Ángeles,Media,0.72,42351615.22,1.95
C043387,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2418,1.11,0.251,Rotterdam,Media,0.72,29710348.12,1.64
C010234,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4925,0.92,0.24,Shanghai,Media,0.72,28796885.92,1.36
C039566,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7037,2.44,0.576,Shanghai,Media,0.95,57158243.98,3.19
C047356,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0399,0.82,0.213,Shanghai,Alta,0.72,27856154.15,1.21
C042028,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO2771,1.63,0.438,Busan,Media,0.72,36691654.5,2.41
C042560,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1495,1.77,0.407,Rotterdam,Alta,0.95,42387867.87,2.32
C007521,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5796,2.22,0.526,Rotterdam,Baja,0.95,49367193.74,2.91
C033730,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO0885,2.08,0.471,Rotterdam,Media,0.95,64709317.21,2.72
C035460,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8520,2.53,0.575,Shanghai,Media,0.72,38930333.27,3.74
C022307,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO2925,0.61,0.138,Los Ángeles,Media,0.95,52523931.63,0.8
C037507,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4558,1.24,0.329,Shanghai,Media,0.72,42085741.8,1.83
C007292,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO0234,1.2,0.288,Los Ángeles,Media,0.72,39937794.0,1.77
C002891,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3819,0.87,0.217,Rotterdam,Media,0.72,34544839.67,1.29
C049046,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5990,1.22,0.323,Valparaíso,Media,0.72,29008039.75,1.8
C043759,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4666,1.27,0.317,Shanghai,Media,0.95,53802975.31,1.66
C036143,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2425,1.8,0.444,Los Ángeles,Media,0.72,37538034.37,2.66
C012136,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5568,2.16,0.487,Los Ángeles,Media,0.72,31455762.26,3.19
C006668,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7538,1.45,0.367,Miami,Alta,0.95,39925919.76,1.9
C038708,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7295,2.3,0.532,Busan,Media,0.95,48355825.64,3.01
C009217,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6188,1.34,0.353,Valparaíso,Media,0.72,43105073.47,1.98
C036355,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4816,1.23,0.293,Los Ángeles,Media,0.72,30283365.7,1.82
C039825,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5319,1.85,0.479,Rotterdam,Alta,0.95,45191748.19,2.42
C038247,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0583,0.56,0.144,Shanghai,Media,0.72,38276206.22,0.83
C048671,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9233,0.7,0.179,Busan,Media,0.72,36160897.62,1.03
C035698,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7471,1.54,0.367,Los Ángeles,Alta,0.72,34744394.35,2.27
C041364,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6674,2.86,0.682,Shanghai,Media,0.95,47473309.43,3.74
C037183,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6735,2.3,0.617,Shanghai,Media,0.72,35503709.32,3.4
C010564,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO9436,0.72,0.162,Valparaíso,Baja,0.95,56140000.14,0.94
C004104,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO2319,2.62,0.613,Shanghai,Media,0.72,38948334.98,3.87
C018052,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0148,2.33,0.595,Valparaíso,Media,0.72,41109838.16,3.44
C036009,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7520,2.03,0.54,Los Ángeles,Media,0.72,34861883.39,3.0
C046422,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8652,2.55,0.619,Rotterdam,Media,0.72,39552781.25,3.77
C046918,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6711,1.51,0.389,Miami,Alta,0.95,62683122.57,1.98
C016622,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6344,1.05,0.266,Shanghai,Media,0.72,29438619.09,1.55
C034851,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN7022,1.78,0.406,Los Ángeles,Media,0.72,34536265.85,2.63
C001950,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8796,1.87,0.479,Busan,Media,0.72,35411546.04,2.76
C027229,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE0871,1.85,0.492,Miami,Alta,0.72,41329372.16,2.73
C042434,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE4765,1.91,0.525,Shanghai,Media,0.72,27190357.13,2.82
C012142,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5818,2.87,0.65,Miami,Baja,0.95,54885352.4,3.76
C041460,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0211,2.76,0.712,Shanghai,Media,0.72,32316432.36,4.08
C025233,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE7122,2.69,0.661,Shanghai,Media,0.72,28416349.56,3.97
C003969,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4103,2.5,0.564,Shanghai,Media,0.72,41293638.09,3.69
C020861,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO2014,2.86,0.731,Rotterdam,Baja,0.95,60369196.79,3.74
C020684,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6149,0.75,0.173,Valparaíso,Alta,0.95,40859283.75,0.98
C042146,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2002,1.16,0.283,Shanghai,Alta,0.72,32573627.43,1.71
C041081,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1549,1.74,0.414,Miami,Alta,0.72,43228463.48,2.57
C001767,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0511,2.62,0.637,Shanghai,Media,0.72,33031937.35,3.87
C010247,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1301,1.76,0.439,Los Ángeles,Alta,0.72,37429206.93,2.6
C023790,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6704,2.37,0.576,Los Ángeles,Media,0.72,44834027.97,3.5
C022341,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5394,0.85,0.215,Shanghai,Baja,0.95,56745500.31,1.11
C003320,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO8607,1.13,0.268,Los Ángeles,Media,0.95,52249773.96,1.48
C006381,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1023,2.33,0.598,Busan,Media,0.95,66751060.07,3.05
C023913,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO2890,0.91,0.244,Rotterdam,Alta,0.95,43036740.72,1.19
C021236,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0524,1.38,0.326,Miami,Alta,0.72,30636764.72,2.04
